ID_ENTRY,source,ioc,ioc_type,threat_type,malware,first_seen,last_seen,reporter,reference
1354261,Threat Fox,https://80.76.51.218:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:42,2024-12-10 09:56:42,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354260,Threat Fox,https://80.76.51.218:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:56:41,2024-12-10 09:56:41,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354259,Threat Fox,https://80.76.51.206:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:40,2024-12-10 09:56:40,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354258,Threat Fox,https://80.76.51.206:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:56:38,2024-12-10 09:56:38,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354257,Threat Fox,https://80.76.51.192:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:37,2024-12-10 09:56:37,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354256,Threat Fox,https://80.76.51.192:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:56:36,2024-12-10 09:56:36,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354255,Threat Fox,https://45.93.20.69:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:56:35,2024-12-10 09:56:35,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354254,Threat Fox,https://45.93.20.69:80/builderxxxzzz/,url,botnet,,2024-12-10 09:56:33,2024-12-10 09:56:33,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354253,Threat Fox,https://45.93.20.118/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:32,2024-12-10 09:56:32,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354252,Threat Fox,https://45.93.20.118/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:56:30,2024-12-10 09:56:30,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354251,Threat Fox,https://45.93.20.118:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:29,2024-12-10 09:56:29,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354250,Threat Fox,https://45.93.20.118:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:56:27,2024-12-10 09:56:27,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354249,Threat Fox,https://45.93.20.118:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:56:26,2024-12-10 09:56:26,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354248,Threat Fox,https://45.93.20.118:80/builderxxxzzz/,url,botnet,,2024-12-10 09:56:25,2024-12-10 09:56:25,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354247,Threat Fox,https://45.93.20.111:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/index.php,url,botnet,,2024-12-10 09:56:23,2024-12-10 09:56:23,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354246,Threat Fox,https://45.93.20.111:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:22,2024-12-10 09:56:22,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354245,Threat Fox,https://45.93.20.111:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate.php,url,botnet,,2024-12-10 09:56:20,2024-12-10 09:56:20,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354244,Threat Fox,https://45.93.20.111:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:56:19,2024-12-10 09:56:19,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354243,Threat Fox,https://45.93.20.111:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv,url,botnet,,2024-12-10 09:56:17,2024-12-10 09:56:17,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354242,Threat Fox,https://45.93.20.111:80/builderxxxzzz/index.php,url,botnet,,2024-12-10 09:56:15,2024-12-10 09:56:15,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354241,Threat Fox,https://45.93.20.111:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:56:13,2024-12-10 09:56:13,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354240,Threat Fox,https://45.93.20.111:80/builderxxxzzz/gate.php,url,botnet,,2024-12-10 09:56:12,2024-12-10 09:56:12,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354239,Threat Fox,https://45.93.20.111:80/builderxxxzzz/,url,botnet,,2024-12-10 09:56:10,2024-12-10 09:56:10,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354238,Threat Fox,https://45.89.247.180:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:08,2024-12-10 09:56:08,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354237,Threat Fox,https://45.89.247.180:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:56:06,2024-12-10 09:56:06,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354236,Threat Fox,https://45.89.247.142:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:56:03,2024-12-10 09:56:03,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354235,Threat Fox,https://45.89.247.142:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:56:00,2024-12-10 09:56:00,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354234,Threat Fox,https://45.89.247.142:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:59,2024-12-10 09:55:59,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354233,Threat Fox,https://45.89.247.142:80/builderxxxzzz/,url,botnet,,2024-12-10 09:55:57,2024-12-10 09:55:57,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354232,Threat Fox,https://45.89.247.140/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:55,2024-12-10 09:55:55,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354231,Threat Fox,https://45.89.247.140:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:55:53,2024-12-10 09:55:53,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354230,Threat Fox,https://45.89.247.140:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:51,2024-12-10 09:55:51,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354229,Threat Fox,https://45.88.88.74:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:55:50,2024-12-10 09:55:50,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354228,Threat Fox,https://45.88.88.74:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:48,2024-12-10 09:55:48,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354227,Threat Fox,https://45.88.88.100:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:55:47,2024-12-10 09:55:47,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354226,Threat Fox,https://45.88.88.100:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:45,2024-12-10 09:55:45,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354225,Threat Fox,https://45.66.231.88:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:55:43,2024-12-10 09:55:43,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354224,Threat Fox,https://45.66.231.88:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:41,2024-12-10 09:55:41,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354223,Threat Fox,https://45.66.231.215:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:55:40,2024-12-10 09:55:40,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354222,Threat Fox,https://45.128.96.125:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:55:38,2024-12-10 09:55:38,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354221,Threat Fox,https://45.128.96.125:80/builderxxxzzz/,url,botnet,,2024-12-10 09:55:36,2024-12-10 09:55:36,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354220,Threat Fox,https://31.13.224.141:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:55:34,2024-12-10 09:55:34,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354219,Threat Fox,https://31.13.224.141:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:32,2024-12-10 09:55:32,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354218,Threat Fox,https://31.13.224.104:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:55:30,2024-12-10 09:55:30,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354217,Threat Fox,https://31.13.224.104:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:55:28,2024-12-10 09:55:28,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354216,Threat Fox,https://213.109.202.200:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:55:26,2024-12-10 09:55:26,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354215,Threat Fox,https://213.109.202.200:80/builderxxxzzz/,url,botnet,,2024-12-10 09:55:23,2024-12-10 09:55:23,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354214,Threat Fox,https://213.109.202.165:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:55:20,2024-12-10 09:55:20,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354213,Threat Fox,https://213.109.202.165:80/builderxxxzzz/,url,botnet,,2024-12-10 09:55:17,2024-12-10 09:55:17,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354212,Threat Fox,https://2.58.56.104:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:55:13,2024-12-10 09:55:13,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354211,Threat Fox,https://2.58.56.104:80/builderxxxzzz/,url,botnet,,2024-12-10 09:55:09,2024-12-10 09:55:09,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354210,Threat Fox,https://2.57.149.238:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/index.php,url,botnet,,2024-12-10 09:55:04,2024-12-10 09:55:04,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354209,Threat Fox,https://2.57.149.238:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate/,url,botnet,,2024-12-10 09:55:01,2024-12-10 09:55:01,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354208,Threat Fox,https://2.57.149.238:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/gate.php,url,botnet,,2024-12-10 09:54:59,2024-12-10 09:54:59,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354207,Threat Fox,https://2.57.149.238:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:54:58,2024-12-10 09:54:58,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354206,Threat Fox,https://2.57.149.238:80/builderxxxzzz/index.php,url,botnet,,2024-12-10 09:54:57,2024-12-10 09:54:57,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354205,Threat Fox,https://2.57.149.238:80/builderxxxzzz/gate/,url,botnet,,2024-12-10 09:54:55,2024-12-10 09:54:55,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354204,Threat Fox,https://2.57.149.238:80/builderxxxzzz/gate.php,url,botnet,,2024-12-10 09:54:54,2024-12-10 09:54:54,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354203,Threat Fox,https://2.57.149.238:80/builderxxxzzz/,url,botnet,,2024-12-10 09:54:53,2024-12-10 09:54:53,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354202,Threat Fox,https://2.57.149.152:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:54:51,2024-12-10 09:54:51,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354201,Threat Fox,https://2.57.149.152:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv,url,botnet,,2024-12-10 09:54:50,2024-12-10 09:54:50,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354200,Threat Fox,https://2.57.149.152:80/builderxxxzzz/,url,botnet,,2024-12-10 09:54:49,2024-12-10 09:54:49,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354199,Threat Fox,https://194.26.135.148:8080/rootmd50ma/panelcgfuzwxleg9kdxnvy3rv/,url,botnet,,2024-12-10 09:54:48,2024-12-10 09:54:48,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
1354198,Threat Fox,https://194.26.135.148:80/builderxxxzzz/,url,botnet,,2024-12-10 09:54:46,2024-12-10 09:54:46,abus3reports,https://malpedia.caad.fkie.fraunhofer.de/details/unknown
